S.N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT,BA,VOLUME,AGB.kg,AGB.tons,AGB.kg.ha,AGB.tons.ha,AGC.kg,AGC.tons,AGC.kg.ha,AGC.tons.ha,VOL.m3.ha,LIVE.CROWN.LEAVES,TREE.BRANCHES,TREE.BARK,TREE.STEM,FOLIAGE.BIOMASS,FOLIAGE_LEAVES
100,Pine,Pinus sylvestris,36.8,55.6,4.7,0.45,1,P1,0.242794847,8.934850356,2655.85244,2.65585244,708.2273174,0.708227317,1248.250647,1.248250647,188.860618,0.188860618,2.382626762,29.04417116,469.3085417,201.1054063,1320.802528,23.96917684,630.6970077
101,Locust,Robinia pseudoacacia,27.1,54.4,5.6,0.69,1,P1,0.232427591,6.298787713,2865.489734,2.865489734,764.1305957,0.764130596,1346.780175,1.346780175,203.7681589,0.203768159,1.679676723,251.4961456,387.1348031,404.3989884,514.0032464,16.182764,706.0238297
102,Hemlock,Tsuga canadensis,22.1,43.1,4.7,0.45,1,P1,0.145896348,3.224309296,982.1480713,0.982148071,261.9061523,0.261906152,461.6095935,0.461609594,69.84164063,0.069841641,0.859815812,74.04043206,684.1268549,65.26782159,392.1657078,140.5601585,482.6877632
103,Larch,Larix decidua,20.8,51.6,3.1,0.59,1,P1,0.209116973,4.349633047,1713.517957,1.713517957,456.9381219,0.456938122,805.3534399,0.80535344,121.8501658,0.121850166,1.159902146,223.957041,449.5963337,207.9858907,966.0853668,178.988497,415.0053324
104,Pine,Pinus sylvestris,21.2,57,4.2,0.45,1,P1,0.255175863,5.409728302,1627.503744,1.627503744,434.0009983,0.434000998,764.9267595,0.764926759,115.7335995,0.1157336,1.442594214,303.2065559,356.7415513,328.3949905,862.226111,70.18102254,995.1139573
105,Willow,Salix alba,26,60.3,8.1,0.47,1,P1,0.285577841,7.425023861,2313.001713,2.313001713,616.8004569,0.616800457,1087.110805,1.087110805,164.4801218,0.164480122,1.980006363,101.3126591,149.7244798,85.24885472,769.2274571,87.53887125,543.6693805
106,Poplar,Populus tremula,22.9,44.8,3.3,0.42,1,P1,0.157632553,3.609785463,1025.180851,1.025180851,273.3815604,0.27338156,481.8350002,0.481835,72.90174944,0.072901749,0.962609457,195.8217981,981.4929792,495.5420879,861.5143915,49.47880735,99.86878303
107,Beech,Fagus sylvatica,25.6,66.4,4.5,0.67,1,P1,0.346278909,8.864740061,3886.67627,3.88667627,1036.447005,1.036447005,1826.737847,1.826737847,276.3858681,0.276385868,2.363930683,150.1604578,170.7256129,433.3632946,558.094977,75.83227627,150.5809152
108,Larch,Larix decidua,35.5,70.9,10.5,0.59,1,P1,0.394804734,14.01556806,5368.475201,5.368475201,1431.593387,1.431593387,2523.183344,2.523183344,381.7582365,0.381758236,3.737484817,398.5795484,207.4665764,224.1221857,-100.8967013,183.0922483,103.0301204
109,Redwood,Sequoia sempervirens,22,45.7,5.9,0.48,1,P1,0.164029621,3.608651663,1167.528447,1.167528447,311.3409191,0.311340919,548.73837,0.54873837,83.0242451,0.083024245,0.96230711,107.4234057,419.9011408,251.5288586,1640.47228,93.74398419,576.2048944
110,Cypress,Cupressus sempervirens,27.4,65.3,5.7,0.47,1,P1,0.334900845,9.176283165,2844.052786,2.844052786,758.4140763,0.758414076,1336.70481,1.33670481,202.2437537,0.202243754,2.447008844,52.90737922,362.9515937,280.376702,-96.51740377,100.1577274,321.363984
111,Yew,Taxus baccata,27.6,50.2,4.5,0.64,1,P1,0.197923479,5.462688014,2317.115268,2.317115268,617.8974047,0.617897405,1089.044176,1.089044176,164.7726412,0.164772641,1.456716804,111.7581542,112.1643927,31.08844843,625.6665977,180.2248608,320.3250757
112,Locust,Robinia pseudoacacia,29.1,44.5,5.6,0.69,1,P1,0.155528471,4.525878515,2075.343912,2.075343912,553.4250433,0.553425043,975.4116389,0.975411639,147.5800116,0.147580012,1.206900937,475.1510666,211.2747754,51.69394854,735.9309497,154.6714883,92.79126187
113,Pine,Pinus sylvestris,34.9,60.9,12.6,0.45,1,P1,0.291289256,10.16599504,3012.45834,3.01245834,803.3222239,0.803322224,1415.85542,1.41585542,214.2192597,0.21421926,2.710932011,442.8056704,551.1989814,444.3743546,1444.615186,173.355098,947.5665204
114,Oak,Quercus robur,21.7,47.1,6.4,0.7,1,P1,0.174233514,3.780867253,1765.843708,1.765843708,470.8916555,0.470891655,829.9465428,0.829946543,125.5711081,0.125571108,1.008231267,247.7772481,382.4425971,325.4735958,820.6654827,73.39355926,123.5640293
115,Willow,Salix alba,22.8,50.2,6.3,0.47,1,P1,0.197923479,4.512655316,1422.658425,1.422658425,379.37558,0.37937558,668.6494597,0.66864946,101.1668213,0.101166821,1.203374751,485.0432313,476.2115594,304.3262203,124.6154402,132.8777601,923.8335018
116,Hemlock,Tsuga canadensis,26.2,61.3,5.1,0.45,1,P1,0.295128282,7.732361,2306.404009,2.306404009,615.041069,0.615041069,1084.009884,1.084009884,164.0109517,0.164010952,2.061962933,74.30741553,723.700732,202.5875111,717.8223751,17.43280205,789.1137247
117,Locust,Robinia pseudoacacia,20.5,46.9,6.5,0.69,1,P1,0.172756965,3.541517791,1633.551889,1.633551889,435.613837,0.435613837,767.7693878,0.767769388,116.1636899,0.11616369,0.944404744,113.8742985,835.4360715,63.82666096,1538.091185,95.87974927,369.6929802
118,Pine,Pinus sylvestris,25.6,43.5,8.2,0.45,1,P1,0.148616967,3.804594367,1154.313337,1.154313337,307.8168898,0.30781689,542.5272682,0.542527268,82.08450393,0.082084504,1.014558498,417.7246698,304.0969555,496.8346377,1349.930876,130.9919625,257.5267349
119,Walnut,Juglans regia,21.4,50.3,11.6,0.61,1,P1,0.198712804,4.252454004,1731.5759,1.7315759,461.7535735,0.461753573,813.8406732,0.813840673,123.1342863,0.123134286,1.133987734,258.507697,488.607844,495.8426571,-335.6315335,13.90343909,580.3622661
120,Walnut,Juglans regia,29.8,57.9,7.7,0.61,1,P1,0.263297666,7.846270438,3148.33265,3.14833265,839.5553734,0.839555373,1479.716346,1.479716346,223.8814329,0.223881433,2.092338783,43.98655337,796.4949595,141.8265408,634.2957623,118.5940457,781.775607
121,Cherry,Prunus avium,26.4,46.3,6.4,0.72,1,P1,0.168365019,4.444836499,2125.548935,2.125548935,566.8130493,0.566813049,999.0079994,0.999007999,151.1501465,0.151150146,1.185289733,49.62647544,428.1367495,275.859945,-40.20354642,68.43224277,732.1152157
122,Beech,Fagus sylvatica,30.5,56.7,6.6,0.67,1,P1,0.25249687,7.70115454,3387.933255,3.387933255,903.4488681,0.903448868,1592.32863,1.59232863,240.9196981,0.240919698,2.053641211,233.0069693,271.2222053,468.4642848,1369.093173,150.1754582,893.2974346
123,Fir,Abies alba,27.9,44.6,4.6,0.42,1,P1,0.156228261,4.358768484,1232.303603,1.232303603,328.6142941,0.328614294,579.1826934,0.579182693,87.63047843,0.087630478,1.162338262,377.2101466,646.7848504,394.5036735,142.6709849,43.85658951,726.7367534
124,Cedar,Cedrus libani,20.8,49.3,3.9,0.56,1,P1,0.190890238,3.970516955,1489.750637,1.489750637,397.2668367,0.397266837,700.1827996,0.7001828,105.9378231,0.105937823,1.058804521,96.9798844,950.6424938,224.4827822,974.883321,103.1733312,531.7747878
125,Hemlock,Tsuga canadensis,36.6,80.2,10.1,0.45,1,P1,0.50517124,18.48926739,5400.778721,5.400778721,1440.207659,1.440207659,2538.365999,2.538365999,384.0553757,0.384055376,4.930471305,399.5124875,651.9031089,225.3592252,1046.902551,106.6699819,76.3027273
126,Maple,Acer saccharum,24.1,55.8,6.1,0.71,1,P1,0.244544714,5.893527601,2761.352198,2.761352198,736.3605861,0.736360586,1297.835533,1.297835533,196.362823,0.196362823,1.57160736,200.3665475,214.3249638,278.3895458,79.27117952,58.82899505,287.1444166
127,Hemlock,Tsuga canadensis,25.2,47.6,4.3,0.45,1,P1,0.177952374,4.484399832,1355.208688,1.355208688,361.3889835,0.361388983,636.9480834,0.636948083,96.37039559,0.096370396,1.195839955,105.673298,983.0788987,310.2995837,1613.61769,34.90952636,165.8184909
128,Maple,Acer saccharum,22.3,50.8,3.4,0.71,1,P1,0.202682992,4.519830714,2131.251614,2.131251614,568.3337638,0.568333764,1001.688259,1.001688259,151.5556703,0.15155567,1.20528819,334.8262055,844.1095592,488.0772205,833.021552,61.36916978,84.827186
129,Birch,Betula pendula,25.6,61.9,8.1,0.67,1,P1,0.300933946,7.70390901,3389.115929,3.389115929,903.7642477,0.903764248,1592.884487,1.592884487,241.0037994,0.241003799,2.054375736,282.0958515,509.4135518,403.9335734,1383.570546,83.77811355,84.85795208
130,Larch,Larix decidua,23,42,4.1,0.59,1,P1,0.138544236,3.186517429,1264.723564,1.264723564,337.2596171,0.337259617,594.4200752,0.594420075,89.93589791,0.089935898,0.849737981,490.2643411,232.7150961,256.0671834,-87.28048366,196.2809638,194.4480195
131,Yew,Taxus baccata,33,73.5,8,0.64,1,P1,0.424291723,14.00162685,5806.430205,5.806430205,1548.381388,1.548381388,2729.022196,2.729022196,412.9017035,0.412901703,3.733767161,212.9910037,842.7859226,496.0789042,178.4796473,138.6824138,360.5896108
132,Ash,Fraxinus excelsior,23.1,61.4,3.7,0.67,1,P1,0.296091966,6.839724415,3017.54687,3.01754687,804.6791653,0.804679165,1418.247029,1.418247029,214.5811108,0.214581111,1.823926511,294.400075,399.6055222,471.0006466,504.4056733,174.2041624,575.4116537
133,Hemlock,Tsuga canadensis,26.5,55.9,3,0.45,1,P1,0.245422003,6.503683093,1947.988101,1.947988101,519.4634935,0.519463493,915.5544073,0.915554407,138.5235983,0.138523598,1.734315491,235.6875041,116.6848217,106.8574765,1619.728736,80.23707561,900.0589908
134,Magnolia,Magnolia grandiflora,25.2,49.1,8.5,0.6,1,P1,0.189344575,4.771483281,1906.552132,1.906552132,508.413902,0.508413902,896.0795022,0.896079502,135.5770405,0.135577041,1.272395542,106.3732143,483.4285242,58.42082269,1083.616712,121.8857915,325.9560604
135,Ash,Fraxinus excelsior,46.2,71.1,10.3,0.67,1,P1,0.397035265,18.34302924,7903.220527,7.903220527,2107.525474,2.107525474,3714.513648,3.714513648,562.006793,0.562006793,4.891474464,390.4183704,512.4980975,474.0769984,1215.02801,164.8192092,57.52984935
136,Redwood,Sequoia sempervirens,25.8,61.1,10.5,0.48,1,P1,0.293205628,7.564705196,2404.361623,2.404361623,641.1630993,0.641163099,1130.049963,1.130049963,170.9768265,0.170976826,2.017254719,335.0605702,420.7772363,440.8084341,729.7243714,172.1936783,544.914634
137,Willow,Salix alba,33.1,81.1,6.3,0.47,1,P1,0.516572865,17.09856185,5220.876294,5.220876294,1392.233678,1.392233678,2453.811858,2.453811858,371.2623142,0.371262314,4.559616492,457.9900405,536.4475109,390.1489735,919.5967537,82.93915453,723.085729
138,Pine,Pinus sylvestris,28.1,59.2,4.3,0.45,1,P1,0.275253782,7.734631272,2307.06493,2.30706493,615.2173146,0.615217315,1084.320517,1.084320517,164.0579506,0.164057951,2.062568339,49.43752213,105.1117263,87.97620095,269.257954,12.36393545,662.3716583
139,Beech,Fagus sylvatica,40.3,75.9,10.1,0.67,1,P1,0.452452959,18.23385426,7857.307381,7.857307381,2095.281968,2.095281968,3692.934469,3.692934469,558.7418582,0.558741858,4.862361137,355.2750665,591.4199469,270.0007712,485.158287,30.38681354,181.2918082
140,Spruce,Picea abies,35.8,63.1,9.2,0.43,1,P1,0.312714918,11.19519407,3166.120357,3.166120357,844.2987619,0.844298762,1488.076568,1.488076568,225.1463365,0.225146336,2.985385085,237.8399231,76.38510985,33.11851989,764.8962281,72.21982177,434.3090611
141,Birch,Betula pendula,28.3,49.2,6.2,0.67,1,P1,0.190116621,5.380300375,2387.390786,2.387390786,636.6375428,0.636637543,1122.073669,1.122073669,169.7700114,0.169770011,1.434746767,104.4702167,465.7497529,262.3524534,-94.52654033,99.42918138,321.1496289
142,Larch,Larix decidua,21.3,42.5,6.7,0.59,1,P1,0.141862543,3.021672172,1200.826634,1.200826634,320.2204358,0.320220436,564.3885181,0.564388518,85.39211622,0.085392116,0.805779246,428.3119198,979.3090672,290.4867009,161.1949101,79.36706146,453.6961425
143,Yew,Taxus baccata,36.4,74.1,7.9,0.64,1,P1,0.431247209,15.69739841,6491.825108,6.491825108,1731.153362,1.731153362,3051.157801,3.051157801,461.6408965,0.461640897,4.185972908,18.09930487,504.7765524,228.6481129,1444.019991,38.84245779,202.0503877
144,Willow,Salix alba,32.5,66.4,11.1,0.47,1,P1,0.346278909,11.25406453,3470.985703,3.470985703,925.5961875,0.925596187,1631.36328,1.63136328,246.82565,0.24682565,3.001083875,354.6107034,371.8519644,93.01722471,1539.168304,195.2821328,728.0126394
145,Walnut,Juglans regia,40.6,70.9,6.9,0.61,1,P1,0.394804734,16.02907221,6322.369052,6.322369052,1685.96508,1.68596508,2971.513454,2.971513454,449.5906881,0.449590688,4.274419255,262.9942167,151.1917579,393.0260719,1491.558606,57.55355373,991.2100648
146,Maple,Acer saccharum,26.3,44.3,8.2,0.71,1,P1,0.154133604,4.05371379,1916.461489,1.916461489,511.0563972,0.511056397,900.7369,0.9007369,136.2817059,0.136281706,1.080990344,474.030241,989.532264,115.0475972,1568.495771,190.0083561,281.1232095
147,Willow,Salix alba,33.8,65.2,9.9,0.47,1,P1,0.333875901,11.28500545,3480.299186,3.480299186,928.0797829,0.928079783,1635.740617,1.635740617,247.4879421,0.247487942,3.009334786,282.8465686,84.20078463,118.4897406,1406.586967,100.1920455,617.4494322
148,Birch,Betula pendula,28.2,48,6.3,0.67,1,P1,0.180955737,5.102951779,2267.201377,2.267201377,604.587034,0.604587034,1065.584647,1.065584647,161.2232091,0.161223209,1.360787141,470.9253615,685.6276745,205.8579502,717.9945839,85.00168668,830.3199474
149,Pine,Pinus sylvestris,36.8,85.1,12.4,0.45,1,P1,0.568786135,20.93132978,6095.936719,6.095936719,1625.583125,1.625583125,2865.090258,2.865090258,433.4888333,0.433488833,5.581687941,179.0359519,90.7505019,369.5141735,665.0107904,102.0673055,201.1048622
150,Redwood,Sequoia sempervirens,33,58.7,9.5,0.48,1,P1,0.27062386,8.930587372,2827.207543,2.827207543,753.9220115,0.753922011,1328.787545,1.328787545,201.0458697,0.20104587,2.381489966,197.3577995,151.3664283,362.2290299,91.17433218,17.63205345,166.3433045
151,Fir,Abies alba,27.8,58.8,5.2,0.42,1,P1,0.271546703,7.548998332,2106.292265,2.106292265,561.6779374,0.561677937,989.9573647,0.989957365,149.7807833,0.149780783,2.013066222,284.1162145,558.8840173,241.3084746,93.50739375,96.05024914,771.9825964
152,Magnolia,Magnolia grandiflora,30.2,50,5.9,0.6,1,P1,0.196349541,5.929756134,2357.039765,2.357039765,628.5439372,0.628543937,1107.808689,1.107808689,167.6117166,0.167611717,1.581268302,390.2550253,490.802049,356.2434151,473.8459832,46.39134825,76.82762454
153,Redwood,Sequoia sempervirens,25.7,46.5,6.3,0.48,1,P1,0.169822718,4.36444385,1405.624778,1.405624778,374.8332742,0.374833274,660.6436459,0.660643646,99.9555398,0.09995554,1.163851693,143.6567098,496.6201581,114.2604345,136.096825,73.92330559,788.4483945
154,Larch,Larix decidua,30.1,49.8,9.4,0.59,1,P1,0.194781886,5.862934772,2293.185591,2.293185591,611.5161577,0.611516158,1077.797228,1.077797228,163.0709754,0.163070975,1.563449273,296.027664,881.3373113,290.3503425,1124.083214,191.6428904,189.8764553
155,Larch,Larix decidua,20.2,42.4,4,0.59,1,P1,0.14119574,2.852153953,1135.030982,1.135030982,302.6749285,0.302674929,533.4645615,0.533464562,80.71331427,0.080713314,0.760574387,77.58618987,186.1412308,383.8423456,-233.6881892,139.9812724,528.4319477
156,Cypress,Cupressus sempervirens,21.7,42.3,5.5,0.47,1,P1,0.140530508,3.049512023,970.4734776,0.970473478,258.7929274,0.258792927,456.1225345,0.456122534,69.0114473,0.069011447,0.813203206,60.12719082,491.8396706,151.7685824,280.1623547,60.85051754,177.6107093
157,Poplar,Populus tremula,22.8,41.9,9,0.42,1,P1,0.137885287,3.143784543,895.8030879,0.895803088,238.8808234,0.238880823,421.0274513,0.421027451,63.70155292,0.063701553,0.838342545,23.10023001,498.75841,396.2936134,-24.70070405,21.57207554,168.4015692
158,Fir,Abies alba,24.3,69.8,3,0.42,1,P1,0.382649127,9.298373781,2581.450963,2.581450963,688.3869235,0.688386923,1213.281953,1.213281953,183.5698463,0.183569846,2.479566342,421.3535917,646.4332159,247.5859988,623.0776068,12.51189986,598.0576129
159,Locust,Robinia pseudoacacia,29.9,53.1,8.2,0.69,1,P1,0.221451652,6.621404381,3008.647874,3.008647874,802.3060997,0.8023061,1414.064501,1.414064501,213.9482932,0.213948293,1.765707835,344.672042,182.913384,421.5007579,1512.508098,196.0241943,715.9568583
160,Hemlock,Tsuga canadensis,22,48.9,5,0.45,1,P1,0.187805194,4.131714273,1251.082379,1.251082379,333.6219676,0.333621968,588.008718,0.588008718,88.96585804,0.088965858,1.101790473,248.8913909,84.68970392,455.2018311,704.8880379,19.60356818,461.3496507
161,Locust,Robinia pseudoacacia,25.6,53,11.6,0.69,1,P1,0.220618344,5.647829609,2576.086729,2.576086729,686.9564612,0.686956461,1210.760763,1.210760763,183.1883897,0.18318839,1.506087896,103.0816188,521.998306,192.2229105,923.9474251,158.5196192,103.2118527
162,Larch,Larix decidua,30.7,54.6,8.4,0.59,1,P1,0.234139759,7.188090598,2797.781026,2.797781026,746.0749404,0.74607494,1314.957082,1.314957082,198.9533174,0.198953317,1.916824159,499.2512787,183.0304893,89.69218262,1222.576318,146.9098952,394.0364909
163,Willow,Salix alba,32.5,61.8,8.7,0.47,1,P1,0.299962408,9.748778265,3017.103699,3.017103699,804.5609863,0.804560986,1418.038738,1.418038738,214.5495964,0.214549596,2.599674204,162.7369467,349.8768545,75.11559289,1416.226073,109.677468,421.9595572
164,Hemlock,Tsuga canadensis,53.3,87.8,19,0.45,1,P1,0.605450878,32.27053179,9301.168856,9.301168856,2480.311695,2.480311695,4371.549362,4.371549362,661.4164519,0.661416452,8.605475143,199.3914587,722.1655387,402.5175999,-155.1033203,132.9091038,982.8714452
165,Poplar,Populus tremula,22.3,50,5.1,0.42,1,P1,0.196349541,4.378594761,1237.77403,1.23777403,330.0730747,0.330073075,581.7537941,0.581753794,88.01948658,0.088019487,1.16762527,72.52892411,792.5895378,467.3396047,348.3290125,181.5583377,110.5459827
166,Yew,Taxus baccata,22.1,49.8,3.6,0.64,1,P1,0.194781886,4.304679683,1836.39142,1.83639142,489.7043787,0.489704379,863.1039675,0.863103967,130.5878343,0.130587834,1.147914582,279.7453173,375.3320318,210.2916035,2.154439171,49.17636075,825.5790123
167,Larch,Larix decidua,27.6,48.5,5.8,0.59,1,P1,0.184745283,5.09896981,2001.067624,2.001067624,533.6180331,0.533618033,940.5017833,0.940501783,142.2981422,0.142298142,1.359725283,292.0203449,463.6561126,189.4668036,85.05799812,46.32226788,996.7476599
168,Cypress,Cupressus sempervirens,23.3,46.6,6.4,0.47,1,P1,0.170553924,3.973906419,1256.641106,1.256641106,335.104295,0.335104295,590.6213199,0.59062132,89.36114533,0.089361145,1.059708378,85.62976221,246.231484,499.7117645,662.3404028,99.53766411,750.116613
169,Ash,Fraxinus excelsior,28.3,48.7,8.1,0.67,1,P1,0.186272097,5.271500346,2340.260298,2.340260298,624.0694129,0.624069413,1099.92234,1.09992234,166.4185101,0.16641851,1.405733425,425.4581464,424.1031778,300.3984176,78.46338837,167.6689299,159.3924657
170,Cypress,Cupressus sempervirens,27.2,45.8,3,0.47,1,P1,0.16474826,4.481152681,1412.964456,1.412964456,376.7905215,0.376790522,664.0932942,0.664093294,100.4774724,0.100477472,1.194974048,207.8278696,299.6184509,179.8161855,956.8649824,48.78355052,753.0901188
171,Willow,Salix alba,20.4,52.9,3.4,0.47,1,P1,0.219786607,4.483646792,1413.732001,1.413732001,376.9952003,0.3769952,664.4540406,0.664454041,100.5320534,0.100532053,1.195639144,221.930501,768.8979163,479.3319032,907.1625042,77.07668042,108.1295286
172,Fir,Abies alba,23.2,45.1,4.3,0.42,1,P1,0.159750772,3.706217907,1051.901937,1.051901937,280.5071831,0.280507183,494.3939102,0.49439391,74.80191549,0.074801915,0.988324775,275.1704633,604.7941505,22.57300768,1085.870507,113.0762553,505.2118061
173,Larch,Larix decidua,21.3,49.9,5.7,0.59,1,P1,0.195564928,4.165532968,1642.696703,1.642696703,438.0524542,0.438052454,772.0674506,0.772067451,116.8139878,0.116813988,1.110808792,169.0055099,492.8532215,99.68579043,608.043967,120.8740834,184.6333561
174,Birch,Betula pendula,38.9,72.6,14.8,0.67,1,P1,0.413964522,16.10321992,6959.902668,6.959902668,1855.974045,1.855974045,3271.154254,3.271154254,494.9264119,0.494926412,4.294191979,90.69058304,843.1188096,363.6029955,831.3877898,168.6767928,352.4505854
175,Willow,Salix alba,22,53.6,8.9,0.47,1,P1,0.225641751,4.964118517,1561.409364,1.561409364,416.3758304,0.41637583,733.862401,0.733862401,111.0335548,0.111033555,1.323764938,258.5330741,581.5754762,59.5644214,453.5207061,90.52760183,434.3937568
176,Locust,Robinia pseudoacacia,31,61.3,7.2,0.69,1,P1,0.295128282,9.148976756,4124.996992,4.124996992,1099.999198,1.099999198,1938.748586,1.938748586,293.3331195,0.293333119,2.439727135,141.7849039,432.2958982,307.1692387,1436.583319,79.29799631,781.7745921
177,Spruce,Picea abies,21.8,44,3.4,0.43,1,P1,0.152053084,3.314757241,965.2358397,0.96523584,257.3962239,0.257396224,453.6608447,0.453660845,68.63899305,0.068638993,0.883935264,227.4805496,299.7970841,60.67262322,1358.198541,18.6028376,734.4925819
178,Cherry,Prunus avium,29.4,45,3.7,0.72,1,P1,0.159043128,4.675867966,2233.312014,2.233312014,595.5498703,0.59554987,1049.656646,1.049656646,158.8132987,0.158813299,1.246898124,67.90411773,792.2139182,360.8195226,670.3237686,46.01497326,783.9352337
179,Poplar,Populus tremula,29.3,42.9,3.5,0.42,1,P1,0.144545463,4.235182077,1198.190311,1.198190311,319.5174163,0.319517416,563.1494462,0.563149446,85.20464435,0.085204644,1.129381887,140.3982387,531.7861052,92.25875746,1579.637509,16.67089736,493.8806046
