,S.N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT
476,476,Ash,Fraxinus excelsior,21.9,44.9,5.4,0.67,1,P2
477,477,Fir,Abies alba,32.5,78.4,10.8,0.42,1,P2
478,478,Yew,Taxus baccata,21,51.5,5.2,0.64,1,P2
479,479,Cedar,Cedrus libani,21.7,60.5,3.8,0.56,1,P2
480,480,Oak,Quercus robur,23.5,43.3,5.2,0.7,1,P2
482,482,Hemlock,Tsuga canadensis,23,54.1,3.7,0.45,1,P2
483,483,Spruce,Picea abies,30.6,55.1,12.3,0.43,1,P2
485,485,Cedar,Cedrus libani,26,51.6,6.9,0.56,1,P2
486,486,Beech,Fagus sylvatica,31.1,50.3,5.5,0.67,1,P2
487,487,Fir,Abies alba,26.4,51.2,9.6,0.42,1,P2
488,488,Walnut,Juglans regia,27.5,55.1,3.3,0.61,1,P2
489,489,Walnut,Juglans regia,35.6,76.2,8.5,0.61,1,P2
491,491,Oak,Quercus robur,27,53.5,4.2,0.7,1,P2
492,492,Birch,Betula pendula,28.8,74,9.6,0.67,1,P2
494,494,Cypress,Cupressus sempervirens,27.4,74.4,5.8,0.47,1,P2
495,495,Oak,Quercus robur,27.6,61.5,5.9,0.7,1,P2
496,496,Redwood,Sequoia sempervirens,34.8,67.8,7.3,0.48,1,P2
497,497,Fir,Abies alba,21,42.3,5.6,0.42,1,P2
498,498,Cypress,Cupressus sempervirens,24.7,40.7,3.3,0.47,1,P2
500,500,Fir,Abies alba,21.4,60.9,4.7,0.42,1,P2
501,501,Hemlock,Tsuga canadensis,22.5,43.8,9.2,0.45,1,P2
503,503,Cedar,Cedrus libani,31.6,68.4,4.2,0.56,1,P2
504,504,Walnut,Juglans regia,26.6,47.4,8.2,0.61,1,P2
505,505,Birch,Betula pendula,34.8,57.4,12,0.67,1,P2
506,506,Magnolia,Magnolia grandiflora,21,48.5,3.3,0.6,1,P2
507,507,Ash,Fraxinus excelsior,20.3,82.9,4.6,0.67,1,P2
509,509,Maple,Acer saccharum,21.2,46.9,4,0.71,1,P2
510,510,Walnut,Juglans regia,22.7,51.5,3.4,0.61,1,P2
512,512,Cedar,Cedrus libani,21.9,50,3.5,0.56,1,P2
513,513,Cedar,Cedrus libani,25.3,70.2,5,0.56,1,P2
514,514,Cherry,Prunus avium,23.4,41.5,3.7,0.72,1,P2
515,515,Ash,Fraxinus excelsior,30.5,43,5.4,0.67,1,P2
516,516,Redwood,Sequoia sempervirens,30.8,52.3,4.6,0.48,1,P2
518,518,Pine,Pinus sylvestris,27.4,49.1,5.7,0.45,1,P2
519,519,Willow,Salix alba,26.9,66.5,7.3,0.47,1,P2
521,521,Hemlock,Tsuga canadensis,24,62.3,8.8,0.45,1,P2
522,522,Cherry,Prunus avium,20.5,49.8,3.7,0.72,1,P2
523,523,Magnolia,Magnolia grandiflora,29,48.3,6,0.6,1,P2
524,524,Larch,Larix decidua,22.4,44,4.6,0.59,1,P2
525,525,Birch,Betula pendula,34.9,55,7.1,0.67,1,P2
527,527,Hemlock,Tsuga canadensis,34.6,68.7,5.5,0.45,1,P2
528,528,Larch,Larix decidua,24.7,51,4.6,0.59,1,P2
530,530,Fir,Abies alba,24.5,51.6,5.5,0.42,1,P2
531,531,Beech,Fagus sylvatica,31.1,40.8,5.9,0.67,1,P2
532,532,Larch,Larix decidua,26.6,40.4,6.5,0.59,1,P2
533,533,Larch,Larix decidua,36.4,63.1,8.6,0.59,1,P2
534,534,Willow,Salix alba,21.1,54.3,5.4,0.47,1,P2
536,536,Beech,Fagus sylvatica,30.4,54.4,5.2,0.67,1,P2
537,537,Pine,Pinus sylvestris,30.7,49.6,11.3,0.45,1,P2
539,539,Larch,Larix decidua,25.2,66.1,3.7,0.59,1,P2
540,540,Maple,Acer saccharum,22.2,46,3.2,0.71,1,P2
541,541,Ash,Fraxinus excelsior,22.4,43.6,4.6,0.67,1,P2
542,542,Cherry,Prunus avium,20.7,60.2,4.1,0.72,1,P2
543,543,Spruce,Picea abies,24,51.4,7.9,0.43,1,P2
545,545,Larch,Larix decidua,27.2,51.3,8.5,0.59,1,P2
546,546,Poplar,Populus tremula,27.8,51.1,8.2,0.42,1,P2
548,548,Yew,Taxus baccata,27.3,53,4.9,0.64,1,P2
549,549,Magnolia,Magnolia grandiflora,48.8,78.3,12.4,0.6,1,P2
550,550,Cedar,Cedrus libani,26.2,55.9,3.6,0.56,1,P2
551,551,Cherry,Prunus avium,34.2,40.1,7.4,0.72,1,P2
552,552,Birch,Betula pendula,22.8,61.3,7.2,0.67,1,P2
554,554,Poplar,Populus tremula,23.4,42.4,5.3,0.42,1,P2
555,555,Pine,Pinus sylvestris,36.3,68.1,10.6,0.45,1,P2
557,557,Cedar,Cedrus libani,25.4,56.6,5,0.56,1,P2
558,558,Larch,Larix decidua,27.6,41.1,6.2,0.59,1,P2
559,559,Cedar,Cedrus libani,21.6,48,3.1,0.56,1,P2
560,560,Maple,Acer saccharum,21.8,45.2,9.5,0.71,1,P2
561,561,Spruce,Picea abies,31,73.1,5.4,0.43,1,P2
563,563,Beech,Fagus sylvatica,37.4,55.8,5.2,0.67,1,P2
564,564,Larch,Larix decidua,42.1,71.9,4.3,0.59,1,P2
566,566,Ash,Fraxinus excelsior,25.2,42.7,6.5,0.67,1,P2
567,567,Ash,Fraxinus excelsior,28.5,50.1,3.5,0.67,1,P2
568,568,Cypress,Cupressus sempervirens,29.6,44.4,5.1,0.47,1,P2
569,569,Redwood,Sequoia sempervirens,20.3,42.6,6.4,0.48,1,P2
570,570,Cherry,Prunus avium,23.8,51.6,6.8,0.72,1,P2
572,572,Cherry,Prunus avium,29.4,63.8,12.5,0.72,1,P2
573,573,Larch,Larix decidua,28.2,62.2,4.1,0.59,1,P2
575,575,Cherry,Prunus avium,22,51.7,7.4,0.72,1,P2
576,576,Cedar,Cedrus libani,36.8,62.7,7.7,0.56,1,P2
577,577,Larch,Larix decidua,28.8,41.4,7.5,0.59,1,P2
578,578,Oak,Quercus robur,23.5,53.4,3.5,0.7,1,P2
579,579,Larch,Larix decidua,31.2,75.1,9.5,0.59,1,P2
581,581,Fir,Abies alba,20.8,55.3,4,0.42,1,P2
582,582,Walnut,Juglans regia,25.5,58.3,3.3,0.61,1,P2
584,584,Pine,Pinus sylvestris,26.4,43.7,5.7,0.45,1,P2
585,585,Larch,Larix decidua,25.3,46.4,13.1,0.59,1,P2
586,586,Walnut,Juglans regia,21.5,50.4,4.3,0.61,1,P2
587,587,Willow,Salix alba,23.8,44.3,5.3,0.47,1,P2
588,588,Poplar,Populus tremula,29.3,55.5,5.2,0.42,1,P2
590,590,Yew,Taxus baccata,30.2,58.8,11.4,0.64,1,P2
591,591,Birch,Betula pendula,49.3,98.9,12.3,0.67,1,P2
593,593,Ash,Fraxinus excelsior,29.8,66,3.2,0.67,1,P2
594,594,Redwood,Sequoia sempervirens,22.8,62.2,6,0.48,1,P2
595,595,Beech,Fagus sylvatica,22.3,45.4,7.5,0.67,1,P2
596,596,Oak,Quercus robur,30.9,66.9,6.8,0.7,1,P2
597,597,Larch,Larix decidua,22.1,50.6,3.2,0.59,1,P2
599,599,Larch,Larix decidua,30.5,54.3,10.5,0.59,1,P2
600,600,Willow,Salix alba,35.3,65,14.8,0.47,1,P2
602,602,Spruce,Picea abies,21.1,49.2,5.1,0.43,1,P2
603,603,Redwood,Sequoia sempervirens,20.2,44.9,4.6,0.48,1,P2
604,604,Cherry,Prunus avium,31.6,74.3,9.5,0.72,1,P2
605,605,Poplar,Populus tremula,30.9,68.9,4.8,0.42,1,P2
606,606,Locust,Robinia pseudoacacia,26.6,42.2,3.1,0.69,1,P2
608,608,Redwood,Sequoia sempervirens,34.6,61.6,9.7,0.48,1,P2
609,609,Larch,Larix decidua,20.8,44.9,8,0.59,1,P2
611,611,Walnut,Juglans regia,24.7,53.8,7.5,0.61,1,P2
612,612,Larch,Larix decidua,31.6,60.4,8.9,0.59,1,P2
613,613,Larch,Larix decidua,35.3,59.7,13.7,0.59,1,P2
614,614,Ash,Fraxinus excelsior,20.7,45.5,5,0.67,1,P2
615,615,Beech,Fagus sylvatica,27.2,74.5,5.6,0.67,1,P2
617,617,Hemlock,Tsuga canadensis,22.9,44.6,6.7,0.45,1,P2
618,618,Poplar,Populus tremula,27.5,53.8,5.1,0.42,1,P2
620,620,Pine,Pinus sylvestris,33.1,80.6,7.7,0.45,1,P2
621,621,Birch,Betula pendula,31.5,66.2,10.3,0.67,1,P2
622,622,Fir,Abies alba,22.1,42.1,5.8,0.42,1,P2
623,623,Spruce,Picea abies,22.1,71.8,5.8,0.43,1,P2
624,624,Walnut,Juglans regia,22.7,45.6,5.5,0.61,1,P2
626,626,Magnolia,Magnolia grandiflora,31.3,42.9,9.5,0.6,1,P2
627,627,Fir,Abies alba,26.9,40.1,4.2,0.42,1,P2
629,629,Oak,Quercus robur,29.1,62.6,12,0.7,1,P2
630,630,Oak,Quercus robur,39.8,79.7,11.9,0.7,1,P2
631,631,Poplar,Populus tremula,28.1,42.4,7.7,0.42,1,P2
632,632,Cedar,Cedrus libani,39.1,80.3,8.9,0.56,1,P2
633,633,Ash,Fraxinus excelsior,28.2,57.6,4.2,0.67,1,P2
635,635,Oak,Quercus robur,30.3,61.9,11.1,0.7,1,P2
636,636,Ash,Fraxinus excelsior,38,67.5,13.9,0.67,1,P2
638,638,Yew,Taxus baccata,31.2,59.4,8.3,0.64,1,P2
639,639,Maple,Acer saccharum,23,52.1,7.3,0.71,1,P2
640,640,Fir,Abies alba,31.3,43.5,3.1,0.42,1,P2
641,641,Locust,Robinia pseudoacacia,30.8,57.1,4.8,0.69,1,P2
642,642,Hemlock,Tsuga canadensis,22.3,41.5,8.3,0.45,1,P2
644,644,Cedar,Cedrus libani,23.6,44.4,8.8,0.56,1,P2
645,645,Locust,Robinia pseudoacacia,21.1,48.3,10,0.69,1,P2
647,647,Walnut,Juglans regia,29.4,56.7,5.5,0.61,1,P2
648,648,Oak,Quercus robur,26.8,43.6,3.2,0.7,1,P2
649,649,Larch,Larix decidua,26.5,52.9,6.7,0.59,1,P2
650,650,Fir,Abies alba,32.5,58.2,5.8,0.42,1,P2
651,651,Larch,Larix decidua,35.8,73,13.7,0.59,1,P2
653,653,Willow,Salix alba,27.2,50.9,5,0.47,1,P2
654,654,Walnut,Juglans regia,37.6,71.4,6.3,0.61,1,P2
656,656,Oak,Quercus robur,29.8,45.1,8.2,0.7,1,P2
657,657,Fir,Abies alba,29,47.9,10.6,0.42,1,P2
658,658,Birch,Betula pendula,28.9,46.5,4.2,0.67,1,P2
659,659,Redwood,Sequoia sempervirens,27.5,44.2,8.8,0.48,1,P2
660,660,Locust,Robinia pseudoacacia,22.4,50.4,5.2,0.69,1,P2
662,662,Fir,Abies alba,34.8,65.6,8.2,0.42,1,P2
663,663,Locust,Robinia pseudoacacia,35.1,64.2,16.6,0.69,1,P2
665,665,Fir,Abies alba,38.5,88,12.8,0.42,1,P2
666,666,Oak,Quercus robur,22.9,47.8,3,0.7,1,P2
667,667,Locust,Robinia pseudoacacia,20.2,42.1,6.3,0.69,1,P2
668,668,Birch,Betula pendula,28.2,41.4,5.4,0.67,1,P2
669,669,Beech,Fagus sylvatica,26.3,60.6,3.5,0.67,1,P2
671,671,Locust,Robinia pseudoacacia,28.6,52.2,3.3,0.69,1,P2
672,672,Oak,Quercus robur,24.3,42.3,4.3,0.7,1,P2
674,674,Yew,Taxus baccata,22.3,60.4,4.4,0.64,1,P2
675,675,Cedar,Cedrus libani,21.6,48.3,3.1,0.56,1,P2
676,676,Oak,Quercus robur,36.8,84.6,10.5,0.7,1,P2
677,677,Cedar,Cedrus libani,31.4,62.6,7.1,0.56,1,P2
678,678,Larch,Larix decidua,31.1,64.2,9.7,0.59,1,P2
680,680,Pine,Pinus sylvestris,23.6,52.3,7.7,0.45,1,P2
681,681,Ash,Fraxinus excelsior,23.3,47,4.9,0.67,1,P2
683,683,Beech,Fagus sylvatica,25.3,57.5,6,0.67,1,P2
684,684,Magnolia,Magnolia grandiflora,27,62.4,7.7,0.6,1,P2
685,685,Larch,Larix decidua,29.6,70.8,4.8,0.59,1,P2
686,686,Pine,Pinus sylvestris,22.5,48.6,5.3,0.45,1,P2
687,687,Cedar,Cedrus libani,24.1,45.7,5.7,0.56,1,P2
689,689,Oak,Quercus robur,20,47.6,5.6,0.7,1,P2
690,690,Pine,Pinus sylvestris,39.4,73.5,13.6,0.45,1,P2
692,692,Spruce,Picea abies,28.2,60,10.3,0.43,1,P2
693,693,Birch,Betula pendula,31.1,55.7,10,0.67,1,P2
694,694,Ash,Fraxinus excelsior,33.6,42.2,6.4,0.67,1,P2
695,695,Willow,Salix alba,30.5,75.8,10.3,0.47,1,P2
696,696,Cherry,Prunus avium,42.5,87.8,13.7,0.72,1,P2
698,698,Pine,Pinus sylvestris,20.5,47.9,3.4,0.45,1,P2
699,699,Hemlock,Tsuga canadensis,21.5,50,7.1,0.45,1,P2
701,701,Walnut,Juglans regia,21.2,53.4,9.2,0.61,1,P2
702,702,Beech,Fagus sylvatica,39.7,66.7,7.6,0.67,1,P2
703,703,Redwood,Sequoia sempervirens,30.7,40.5,7,0.48,1,P2
704,704,Fir,Abies alba,22.1,46.6,4.1,0.42,1,P2
705,705,Walnut,Juglans regia,30.5,77.9,7.1,0.61,1,P2
707,707,Spruce,Picea abies,31.1,40,4.7,0.43,1,P2
708,708,Fir,Abies alba,31.7,44,8.6,0.42,1,P2
710,710,Spruce,Picea abies,26.9,58,5.4,0.43,1,P2
711,711,Maple,Acer saccharum,28.7,59.8,8.3,0.71,1,P2
712,712,Maple,Acer saccharum,24.1,50.9,4.9,0.71,1,P2
713,713,Pine,Pinus sylvestris,20.7,40.2,3.9,0.45,1,P2
714,714,Beech,Fagus sylvatica,23.8,54.4,3.4,0.67,1,P2
716,716,Birch,Betula pendula,26.2,78.7,5.8,0.67,1,P2
717,717,Ash,Fraxinus excelsior,26.3,54.3,7.8,0.67,1,P2
719,719,Maple,Acer saccharum,28.6,45.5,3.7,0.71,1,P2
720,720,Willow,Salix alba,20.5,52.8,5.2,0.47,1,P2
721,721,Walnut,Juglans regia,23.7,72.4,7.5,0.61,1,P2
722,722,Walnut,Juglans regia,39.5,64.4,10.9,0.61,1,P2
723,723,Pine,Pinus sylvestris,24,62.5,4.3,0.45,1,P2
725,725,Beech,Fagus sylvatica,20.6,42,3.2,0.67,1,P2
726,726,Pine,Pinus sylvestris,23.8,62.9,3.3,0.45,1,P2
728,728,Poplar,Populus tremula,24.5,43.8,4.3,0.42,1,P2
729,729,Walnut,Juglans regia,35.2,51.1,3.5,0.61,1,P2
730,730,Fir,Abies alba,30.8,44.4,10.1,0.42,1,P2
731,731,Pine,Pinus sylvestris,31.8,68.7,14,0.45,1,P2
732,732,Beech,Fagus sylvatica,27.8,45.3,9.9,0.67,1,P2
734,734,Redwood,Sequoia sempervirens,37.3,52.1,10.5,0.48,1,P2
735,735,Pine,Pinus sylvestris,22.1,51.1,5.5,0.45,1,P2
737,737,Hemlock,Tsuga canadensis,28.6,44.4,8.3,0.45,1,P2
738,738,Spruce,Picea abies,22.2,56.3,6.9,0.43,1,P2
739,739,Willow,Salix alba,20.9,45.3,3.2,0.47,1,P2
740,740,Locust,Robinia pseudoacacia,33,49,8.2,0.69,1,P2
741,741,Beech,Fagus sylvatica,24.3,63.8,4.8,0.67,1,P2
743,743,Redwood,Sequoia sempervirens,41.3,84.5,14.1,0.48,1,P2
744,744,Cedar,Cedrus libani,27.8,48.1,6.2,0.56,1,P2
746,746,Beech,Fagus sylvatica,35.5,79.4,16,0.67,1,P2
747,747,Hemlock,Tsuga canadensis,48.7,94.8,12,0.45,1,P2
748,748,Cherry,Prunus avium,25.2,55.4,3.2,0.72,1,P2
749,749,Walnut,Juglans regia,33.8,84.2,18,0.61,1,P2
750,750,Cedar,Cedrus libani,27.8,43.6,3.3,0.56,1,P2
752,752,Pine,Pinus sylvestris,25.4,42.5,3.7,0.45,1,P2
753,753,Poplar,Populus tremula,25.2,41.3,7.1,0.42,1,P2
755,755,Hemlock,Tsuga canadensis,23.3,46.5,3.7,0.45,1,P2
756,756,Willow,Salix alba,22.2,50.8,3.1,0.47,1,P2
757,757,Pine,Pinus sylvestris,26.8,59,8.9,0.45,1,P2
758,758,Yew,Taxus baccata,21.3,52.7,4,0.64,1,P2
759,759,Magnolia,Magnolia grandiflora,43.4,71.6,11.4,0.6,1,P2
761,761,Cypress,Cupressus sempervirens,26.1,51.3,4.5,0.47,1,P2
762,762,Hemlock,Tsuga canadensis,21,50.3,8.5,0.45,1,P2
764,764,Redwood,Sequoia sempervirens,33.7,59.7,14.6,0.48,1,P2
765,765,Larch,Larix decidua,27.4,42.4,3.7,0.59,1,P2
766,766,Hemlock,Tsuga canadensis,30.9,54.7,7.2,0.45,1,P2
767,767,Fir,Abies alba,30.9,54.9,11.4,0.42,1,P2
768,768,Cedar,Cedrus libani,25.1,51.1,6,0.56,1,P2
770,770,Cherry,Prunus avium,30.3,68.8,11.3,0.72,1,P2
771,771,Willow,Salix alba,37.9,73.7,8.5,0.47,1,P2
773,773,Birch,Betula pendula,23,60,3.2,0.67,1,P2
774,774,Pine,Pinus sylvestris,33.6,65.8,12.1,0.45,1,P2
775,775,Walnut,Juglans regia,28,47.7,4.6,0.61,1,P2
776,776,Locust,Robinia pseudoacacia,36.6,92,7.6,0.69,1,P2
777,777,Spruce,Picea abies,22.2,62.1,7.4,0.43,1,P2
779,779,Walnut,Juglans regia,33.7,41.2,3.2,0.61,1,P2
780,780,Yew,Taxus baccata,25.2,40.3,4.3,0.64,1,P2
782,782,Pine,Pinus sylvestris,31.4,44.1,8.7,0.45,1,P2
783,783,Maple,Acer saccharum,23.7,43.8,5.9,0.71,1,P2
784,784,Magnolia,Magnolia grandiflora,29.7,61.4,9,0.6,1,P2
785,785,Spruce,Picea abies,29.3,66.9,9.8,0.43,1,P2
786,786,Cherry,Prunus avium,25.7,53,5.1,0.72,1,P2
788,788,Willow,Salix alba,39.1,67,13.6,0.47,1,P2
789,789,Fir,Abies alba,36.6,81.6,10.3,0.42,1,P2
791,791,Fir,Abies alba,26,54.9,4.3,0.42,1,P2
792,792,Spruce,Picea abies,29.5,65.7,4.4,0.43,1,P2
793,793,Magnolia,Magnolia grandiflora,26.2,54.5,8.5,0.6,1,P2
794,794,Poplar,Populus tremula,28.1,45.6,3.9,0.42,1,P2
795,795,Birch,Betula pendula,26.4,41.8,3.5,0.67,1,P2
797,797,Cypress,Cupressus sempervirens,22.8,50.2,4.4,0.47,1,P2
798,798,Cypress,Cupressus sempervirens,24.6,46.3,5.3,0.47,1,P2
800,800,Yew,Taxus baccata,23.4,49.4,7.9,0.64,1,P2
801,801,Hemlock,Tsuga canadensis,21.3,40.9,7.1,0.45,1,P2
802,802,Birch,Betula pendula,27.9,54.5,4.5,0.67,1,P2
803,803,Locust,Robinia pseudoacacia,31.2,41.3,9.4,0.69,1,P2
804,804,Redwood,Sequoia sempervirens,34.1,52.8,8.6,0.48,1,P2
806,806,Ash,Fraxinus excelsior,24.4,47,4.5,0.67,1,P2
807,807,Locust,Robinia pseudoacacia,26.5,47.8,5.5,0.69,1,P2
809,809,Magnolia,Magnolia grandiflora,21.1,49,8.5,0.6,1,P2
810,810,Birch,Betula pendula,27.2,44.6,3.4,0.67,1,P2
811,811,Magnolia,Magnolia grandiflora,41.9,95.3,12.8,0.6,1,P2
812,812,Locust,Robinia pseudoacacia,37.2,66.1,9.4,0.69,1,P2
813,813,Beech,Fagus sylvatica,20.5,43.1,5.1,0.67,1,P2
815,815,Oak,Quercus robur,24.3,40.3,4.7,0.7,1,P2
816,816,Beech,Fagus sylvatica,23.8,61.5,7.1,0.67,1,P2
818,818,Locust,Robinia pseudoacacia,28.5,79.5,5.7,0.69,1,P2
819,819,Beech,Fagus sylvatica,25,60.1,8.3,0.67,1,P2
820,820,Willow,Salix alba,34.5,57.1,8.1,0.47,1,P2
821,821,Cedar,Cedrus libani,30.3,62.6,9.2,0.56,1,P2
822,822,Cherry,Prunus avium,25.5,54.1,7,0.72,1,P2
824,824,Fir,Abies alba,31.9,65.8,4.6,0.42,1,P2
825,825,Pine,Pinus sylvestris,23.2,58.8,3.7,0.45,1,P2
827,827,Cedar,Cedrus libani,27.1,50.2,4.1,0.56,1,P2
828,828,Oak,Quercus robur,39.9,67.6,11.6,0.7,1,P2
829,829,Hemlock,Tsuga canadensis,24.6,74.6,8.3,0.45,1,P2
830,830,Redwood,Sequoia sempervirens,33.2,64.8,10.1,0.48,1,P2
831,831,Larch,Larix decidua,28.5,65.3,7,0.59,1,P2
833,833,Pine,Pinus sylvestris,22.8,66.9,5.9,0.45,1,P2
834,834,Spruce,Picea abies,33,71.7,9.5,0.43,1,P2
836,836,Yew,Taxus baccata,25.6,49.8,7.4,0.64,1,P2
837,837,Pine,Pinus sylvestris,35,72.8,11.5,0.45,1,P2
838,838,Cedar,Cedrus libani,29.5,62.5,3.9,0.56,1,P2
839,839,Oak,Quercus robur,21.3,49.9,5.3,0.7,1,P2
840,840,Maple,Acer saccharum,25.6,41.8,4.7,0.71,1,P2
842,842,Fir,Abies alba,48.7,81.2,15.3,0.42,1,P2
843,843,Yew,Taxus baccata,27.4,44.2,4.5,0.64,1,P2
845,845,Beech,Fagus sylvatica,22.8,66.1,4.1,0.67,1,P2
846,846,Oak,Quercus robur,24,47.1,7.2,0.7,1,P2
847,847,Pine,Pinus sylvestris,23.5,59.8,5.2,0.45,1,P2
848,848,Spruce,Picea abies,25.9,65.6,8.2,0.43,1,P2
849,849,Fir,Abies alba,37.4,78.8,6.8,0.42,1,P2
851,851,Willow,Salix alba,27.4,41.8,6.5,0.47,1,P2
852,852,Maple,Acer saccharum,26.2,47.5,9.5,0.71,1,P2
854,854,Ash,Fraxinus excelsior,30,71.4,6.1,0.67,1,P2
855,855,Poplar,Populus tremula,44.6,89.1,10.4,0.42,1,P2
856,856,Oak,Quercus robur,26.2,44.2,7.2,0.7,1,P2
857,857,Maple,Acer saccharum,35,66.7,8.9,0.71,1,P2
858,858,Fir,Abies alba,22.2,50.4,4.2,0.42,1,P2
860,860,Birch,Betula pendula,31.5,78.4,10.1,0.67,1,P2
861,861,Spruce,Picea abies,28.1,46.8,13.2,0.43,1,P2
863,863,Fir,Abies alba,33,76.1,6.6,0.42,1,P2
864,864,Redwood,Sequoia sempervirens,23,54.9,9.8,0.48,1,P2
865,865,Willow,Salix alba,24.3,42.3,3.6,0.47,1,P2
866,866,Larch,Larix decidua,43.7,97.2,12.1,0.59,1,P2
867,867,Willow,Salix alba,42.6,71.3,9.4,0.47,1,P2
869,869,Oak,Quercus robur,25.5,66.9,5.2,0.7,1,P2
870,870,Locust,Robinia pseudoacacia,34.4,74.1,10.3,0.69,1,P2
872,872,Ash,Fraxinus excelsior,22.5,48.7,4.5,0.67,1,P2
873,873,Cherry,Prunus avium,30.6,61.5,7.5,0.72,1,P2
874,874,Cypress,Cupressus sempervirens,26.2,64.8,6.2,0.47,1,P2
875,875,Walnut,Juglans regia,30.3,78.8,8.7,0.61,1,P2
876,876,Larch,Larix decidua,40.7,73.8,11,0.59,1,P2
878,878,Locust,Robinia pseudoacacia,40.2,77.2,9,0.69,1,P2
879,879,Walnut,Juglans regia,31.5,59,9.7,0.61,1,P2
881,881,Locust,Robinia pseudoacacia,20.6,47.3,8.2,0.69,1,P2
882,882,Oak,Quercus robur,29.3,57.5,7.4,0.7,1,P2
883,883,Fir,Abies alba,21.1,44.7,3.8,0.42,1,P2
884,884,Fir,Abies alba,37.5,61.8,5.5,0.42,1,P2
885,885,Cedar,Cedrus libani,28.5,44,5.2,0.56,1,P2
887,887,Fir,Abies alba,22.7,58.7,11.4,0.42,1,P2
888,888,Spruce,Picea abies,30,54.2,3.3,0.43,1,P2
890,890,Beech,Fagus sylvatica,24.8,42.7,5.3,0.67,1,P2
891,891,Walnut,Juglans regia,25.9,50.8,11.1,0.61,1,P2
892,892,Oak,Quercus robur,27,47.1,5.4,0.7,1,P2
893,893,Cherry,Prunus avium,30.8,70.2,5.5,0.72,1,P2
894,894,Cypress,Cupressus sempervirens,35.8,75.2,11.5,0.47,1,P2
896,896,Locust,Robinia pseudoacacia,22.7,69.4,4,0.69,1,P2
897,897,Spruce,Picea abies,22.2,50.8,3.5,0.43,1,P2
899,899,Maple,Acer saccharum,26.5,48.3,3.3,0.71,1,P2
900,900,Birch,Betula pendula,24.9,49.4,4.5,0.67,1,P2
901,901,Beech,Fagus sylvatica,28.7,60.9,7.5,0.67,1,P2
902,902,Locust,Robinia pseudoacacia,32.9,51.2,4.5,0.69,1,P2
903,903,Birch,Betula pendula,24.4,46.6,3.2,0.67,1,P2
905,905,Locust,Robinia pseudoacacia,25.4,61.3,10,0.69,1,P2
906,906,Ash,Fraxinus excelsior,27.8,40.6,7.8,0.67,1,P2
908,908,Larch,Larix decidua,20.1,48.6,5.9,0.59,1,P2
909,909,Magnolia,Magnolia grandiflora,24.3,44.6,3.8,0.6,1,P2
910,910,Birch,Betula pendula,23.5,45.7,3.4,0.67,1,P3
911,911,Pine,Pinus sylvestris,43.1,94.1,13.4,0.45,1,P3
912,912,Walnut,Juglans regia,29.3,72.2,6.7,0.61,1,P3
914,914,Yew,Taxus baccata,40.3,72.6,9.2,0.64,1,P3
915,915,Birch,Betula pendula,20.1,56.9,7.1,0.67,1,P3
917,917,Willow,Salix alba,26.4,69.2,12.6,0.47,1,P3
918,918,Ash,Fraxinus excelsior,40,66.9,12.8,0.67,1,P3
919,919,Fir,Abies alba,23.6,41.2,6.6,0.42,1,P3
920,920,Cypress,Cupressus sempervirens,43.2,41.6,12.8,0.47,1,P3
921,921,Poplar,Populus tremula,32.3,41.4,4,0.42,1,P3
923,923,Hemlock,Tsuga canadensis,22.7,41.6,4.3,0.45,1,P3
924,924,Larch,Larix decidua,23,43.6,8.8,0.59,1,P3
926,926,Cypress,Cupressus sempervirens,34.4,69.3,6.6,0.47,1,P3
927,927,Willow,Salix alba,21.6,41.6,3.1,0.47,1,P3
928,928,Cypress,Cupressus sempervirens,22,43.8,3.7,0.47,1,P3
929,929,Fir,Abies alba,42.2,95.4,12.4,0.42,1,P3
930,930,Cherry,Prunus avium,23.6,61.9,4.3,0.72,1,P3
932,932,Magnolia,Magnolia grandiflora,29.8,80.1,6.6,0.6,1,P3
933,933,Redwood,Sequoia sempervirens,23.9,61.4,6.3,0.48,1,P3
935,935,Maple,Acer saccharum,24.2,56.6,5.1,0.71,1,P3
936,936,Yew,Taxus baccata,26.5,55.1,3.9,0.64,1,P3
937,937,Poplar,Populus tremula,24.5,50.3,7.7,0.42,1,P3
938,938,Willow,Salix alba,25.1,55.8,6.5,0.47,1,P3
939,939,Ash,Fraxinus excelsior,29.4,41.5,5.3,0.67,1,P3
941,941,Walnut,Juglans regia,27.4,60.6,8.7,0.61,1,P3
942,942,Fir,Abies alba,29.5,45.3,4.4,0.42,1,P3
944,944,Oak,Quercus robur,29.3,60.3,4.9,0.7,1,P3
945,945,Maple,Acer saccharum,21.2,58.5,4.1,0.71,1,P3
946,946,Hemlock,Tsuga canadensis,20.4,46.4,5.8,0.45,1,P3
947,947,Maple,Acer saccharum,22,58.7,6.6,0.71,1,P3
948,948,Willow,Salix alba,29.8,93.2,12.6,0.47,1,P3
950,950,Magnolia,Magnolia grandiflora,28.5,51.5,12.7,0.6,1,P3
951,951,Walnut,Juglans regia,20.3,52.5,4.3,0.61,1,P3
953,953,Spruce,Picea abies,26.4,47.7,3.8,0.43,1,P3
954,954,Redwood,Sequoia sempervirens,21,44.3,4.7,0.48,1,P3
955,955,Spruce,Picea abies,31.9,56,8.3,0.43,1,P3
