S/N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT
386,Cedar,Cedrus libani,32.5,78.0,6.2,0.56,1,P2
387,Cypress,Cupressus sempervirens,21.6,52.9,5.3,0.47,1,P2
388,Cherry,Prunus avium,32.1,57.0,8.3,0.72,1,P2
389,Fir,Abies alba,26.8,45.8,7.0,0.42,1,P2
390,Cedar,Cedrus libani,26.1,50.4,3.9,0.56,1,P2
391,Hemlock,Tsuga canadensis,23.5,47.7,8.3,0.45,1,P2
392,Ash,Fraxinus excelsior,37.5,88.5,11.9,0.67,1,P2
393,Ash,Fraxinus excelsior,27.5,52.6,8.3,0.67,1,P2
394,Locust,Robinia pseudoacacia,29.7,58.5,4.9,0.69,1,P2
395,Locust,Robinia pseudoacacia,36.1,50.1,5.9,0.69,1,P2
396,Cherry,Prunus avium,36.4,67.4,8.6,0.72,1,P2
397,Cypress,Cupressus sempervirens,30.4,60.0,3.4,0.47,1,P2
398,Fir,Abies alba,33.6,51.5,4.8,0.42,1,P2
399,Magnolia,Magnolia grandiflora,32.7,71.0,6.3,0.6,1,P2
400,Willow,Salix alba,22.9,42.9,7.1,0.47,1,P2
401,Pine,Pinus sylvestris,22.4,40.1,5.3,0.45,1,P2
402,Walnut,Juglans regia,33.2,66.0,6.0,0.61,1,P2
403,Beech,Fagus sylvatica,24.5,65.9,3.0,0.67,1,P2
404,Locust,Robinia pseudoacacia,23.6,44.3,4.2,0.69,1,P2
405,Maple,Acer saccharum,27.1,54.0,5.2,0.71,1,P2
406,Willow,Salix alba,29.6,81.0,10.8,0.47,1,P2
407,Yew,Taxus baccata,24.7,44.0,4.5,0.64,1,P2
408,Cypress,Cupressus sempervirens,29.9,50.7,5.7,0.47,1,P2
409,Maple,Acer saccharum,22.7,54.2,5.6,0.71,1,P2
410,Yew,Taxus baccata,22.9,45.1,5.9,0.64,1,P2
411,Ash,Fraxinus excelsior,28.9,52.7,3.9,0.67,1,P2
412,Larch,Larix decidua,22.1,48.8,3.5,0.59,1,P2
413,Birch,Betula pendula,25.6,47.7,7.3,0.67,1,P2
414,Spruce,Picea abies,20.7,53.9,7.8,0.43,1,P2
415,Pine,Pinus sylvestris,21.7,59.9,3.1,0.45,1,P2
416,Ash,Fraxinus excelsior,47.9,79.8,15.5,0.67,1,P2
417,Cedar,Cedrus libani,25.0,50.7,4.4,0.56,1,P2
418,Cedar,Cedrus libani,20.8,49.9,6.1,0.56,1,P2
419,Spruce,Picea abies,23.4,45.9,10.2,0.43,1,P2
420,Cypress,Cupressus sempervirens,22.4,47.8,7.6,0.47,1,P2
421,Poplar,Populus tremula,38.1,82.5,7.8,0.42,1,P2
422,Cypress,Cupressus sempervirens,22.9,46.0,4.0,0.47,1,P2
423,Cherry,Prunus avium,23.8,49.5,5.1,0.72,1,P2
424,Pine,Pinus sylvestris,35.6,61.5,7.3,0.45,1,P2
425,Oak,Quercus robur,31.9,52.3,3.8,0.7,1,P2
426,Cherry,Prunus avium,24.7,56.7,3.3,0.72,1,P2
427,Larch,Larix decidua,42.0,97.4,10.7,0.59,1,P2
428,Pine,Pinus sylvestris,24.4,48.9,3.1,0.45,1,P2
429,Cypress,Cupressus sempervirens,34.1,75.0,9.7,0.47,1,P2
430,Cedar,Cedrus libani,33.1,66.1,9.8,0.56,1,P2
431,Cedar,Cedrus libani,21.9,64.7,5.5,0.56,1,P2
432,Birch,Betula pendula,28.3,40.0,4.0,0.67,1,P2
433,Redwood,Sequoia sempervirens,25.4,43.5,5.3,0.48,1,P2
434,Oak,Quercus robur,29.7,50.4,9.4,0.7,1,P2
435,Birch,Betula pendula,21.3,44.2,3.6,0.67,1,P2
436,Pine,Pinus sylvestris,37.0,51.4,6.3,0.45,1,P2
437,Larch,Larix decidua,22.2,59.4,7.0,0.59,1,P2
438,Spruce,Picea abies,24.8,61.0,10.4,0.43,1,P2
439,Redwood,Sequoia sempervirens,37.6,72.3,16.9,0.48,1,P2
440,Cedar,Cedrus libani,34.3,48.9,10.6,0.56,1,P2
441,Oak,Quercus robur,28.1,83.9,5.1,0.7,1,P2
442,Willow,Salix alba,26.7,49.1,3.6,0.47,1,P2
443,Hemlock,Tsuga canadensis,25.6,48.6,7.2,0.45,1,P2
444,Cypress,Cupressus sempervirens,20.2,61.3,5.6,0.47,1,P2
445,Beech,Fagus sylvatica,24.0,47.1,8.2,0.67,1,P2
446,Spruce,Picea abies,25.7,41.7,3.2,0.43,1,P2
447,Yew,Taxus baccata,21.6,47.3,10.1,0.64,1,P2
448,Maple,Acer saccharum,29.5,62.0,4.9,0.71,1,P2
449,Larch,Larix decidua,43.7,80.1,9.3,0.59,1,P2
450,Birch,Betula pendula,41.5,67.0,7.9,0.67,1,P2
451,Pine,Pinus sylvestris,28.5,73.9,10.1,0.45,1,P2
452,Birch,Betula pendula,23.6,62.7,10.1,0.67,1,P2
453,Fir,Abies alba,21.2,53.5,5.1,0.42,1,P2
454,Cypress,Cupressus sempervirens,22.6,51.4,8.8,0.47,1,P2
455,Cypress,Cupressus sempervirens,34.6,54.3,4.6,0.47,1,P2
456,Fir,Abies alba,42.6,77.2,19.1,0.42,1,P2
457,Redwood,Sequoia sempervirens,29.7,54.7,9.8,0.48,1,P2
458,Locust,Robinia pseudoacacia,25.9,56.2,3.3,0.69,1,P2
459,Pine,Pinus sylvestris,27.0,41.7,3.0,0.45,1,P2
460,Ash,Fraxinus excelsior,21.9,40.2,6.2,0.67,1,P2
461,Redwood,Sequoia sempervirens,25.7,62.2,6.7,0.48,1,P2
462,Spruce,Picea abies,23.7,44.3,7.0,0.43,1,P2
463,Poplar,Populus tremula,25.0,60.0,3.4,0.42,1,P2
464,Pine,Pinus sylvestris,24.1,55.5,3.5,0.45,1,P2
465,Locust,Robinia pseudoacacia,23.0,51.5,13.8,0.69,1,P2
466,Cedar,Cedrus libani,34.6,54.3,8.7,0.56,1,P2
467,Locust,Robinia pseudoacacia,28.9,54.4,5.1,0.69,1,P2
468,Pine,Pinus sylvestris,34.6,83.3,8.7,0.45,1,P2
469,Pine,Pinus sylvestris,25.7,42.3,4.5,0.45,1,P2
470,Pine,Pinus sylvestris,33.3,59.0,7.0,0.45,1,P2
471,Pine,Pinus sylvestris,33.2,72.2,15.7,0.45,1,P2
472,Walnut,Juglans regia,24.9,61.4,7.0,0.61,1,P2
473,Fir,Abies alba,27.2,83.6,6.8,0.42,1,P2
474,Pine,Pinus sylvestris,28.4,50.6,6.7,0.45,1,P2
475,Fir,Abies alba,23.5,54.9,5.5,0.42,1,P2
476,Ash,Fraxinus excelsior,21.9,44.9,5.4,0.67,1,P2
477,Fir,Abies alba,32.5,78.4,10.8,0.42,1,P2
478,Yew,Taxus baccata,21.0,51.5,5.2,0.64,1,P2
479,Cedar,Cedrus libani,21.7,60.5,3.8,0.56,1,P2
480,Oak,Quercus robur,23.5,43.3,5.2,0.7,1,P2
481,Yew,Taxus baccata,25.1,52.6,3.2,0.64,1,P2
482,Hemlock,Tsuga canadensis,23.0,54.1,3.7,0.45,1,P2
483,Spruce,Picea abies,30.6,55.1,12.3,0.43,1,P2
484,Willow,Salix alba,20.3,40.2,4.9,0.47,1,P2
485,Cedar,Cedrus libani,26.0,51.6,6.9,0.56,1,P2
486,Beech,Fagus sylvatica,31.1,50.3,5.5,0.67,1,P2
487,Fir,Abies alba,26.4,51.2,9.6,0.42,1,P2
488,Walnut,Juglans regia,27.5,55.1,3.3,0.61,1,P2
489,Walnut,Juglans regia,35.6,76.2,8.5,0.61,1,P2
490,Walnut,Juglans regia,22.5,47.5,8.9,0.61,1,P2
491,Oak,Quercus robur,27.0,53.5,4.2,0.7,1,P2
492,Birch,Betula pendula,28.8,74.0,9.6,0.67,1,P2
493,Yew,Taxus baccata,32.4,63.3,8.8,0.64,1,P2
494,Cypress,Cupressus sempervirens,27.4,74.4,5.8,0.47,1,P2
495,Oak,Quercus robur,27.6,61.5,5.9,0.7,1,P2
496,Redwood,Sequoia sempervirens,34.8,67.8,7.3,0.48,1,P2
497,Fir,Abies alba,21.0,42.3,5.6,0.42,1,P2
498,Cypress,Cupressus sempervirens,24.7,40.7,3.3,0.47,1,P2
499,Oak,Quercus robur,25.9,52.3,4.1,0.7,1,P2
500,Fir,Abies alba,21.4,60.9,4.7,0.42,1,P2
501,Hemlock,Tsuga canadensis,22.5,43.8,9.2,0.45,1,P2
502,Poplar,Populus tremula,31.6,45.7,9.4,0.42,1,P2
503,Cedar,Cedrus libani,31.6,68.4,4.2,0.56,1,P2
504,Walnut,Juglans regia,26.6,47.4,8.2,0.61,1,P2
505,Birch,Betula pendula,34.8,57.4,12.0,0.67,1,P2
506,Magnolia,Magnolia grandiflora,21.0,48.5,3.3,0.6,1,P2
507,Ash,Fraxinus excelsior,20.3,82.9,4.6,0.67,1,P2
508,Willow,Salix alba,39.7,75.9,12.7,0.47,1,P2
509,Maple,Acer saccharum,21.2,46.9,4.0,0.71,1,P2
510,Walnut,Juglans regia,22.7,51.5,3.4,0.61,1,P2
511,Fir,Abies alba,21.9,40.6,3.2,0.42,1,P2
512,Cedar,Cedrus libani,21.9,50.0,3.5,0.56,1,P2
513,Cedar,Cedrus libani,25.3,70.2,5.0,0.56,1,P2
514,Cherry,Prunus avium,23.4,41.5,3.7,0.72,1,P2
515,Ash,Fraxinus excelsior,30.5,43.0,5.4,0.67,1,P2
516,Redwood,Sequoia sempervirens,30.8,52.3,4.6,0.48,1,P2
517,Maple,Acer saccharum,20.3,46.2,3.4,0.71,1,P2
518,Pine,Pinus sylvestris,27.4,49.1,5.7,0.45,1,P2
519,Willow,Salix alba,26.9,66.5,7.3,0.47,1,P2
520,Hemlock,Tsuga canadensis,20.7,54.7,3.7,0.45,1,P2
521,Hemlock,Tsuga canadensis,24.0,62.3,8.8,0.45,1,P2
522,Cherry,Prunus avium,20.5,49.8,3.7,0.72,1,P2
523,Magnolia,Magnolia grandiflora,29.0,48.3,6.0,0.6,1,P2
524,Larch,Larix decidua,22.4,44.0,4.6,0.59,1,P2
525,Birch,Betula pendula,34.9,55.0,7.1,0.67,1,P2
526,Pine,Pinus sylvestris,20.2,63.8,4.7,0.45,1,P2
527,Hemlock,Tsuga canadensis,34.6,68.7,5.5,0.45,1,P2
528,Larch,Larix decidua,24.7,51.0,4.6,0.59,1,P2
529,Poplar,Populus tremula,20.6,63.0,3.3,0.42,1,P2
530,Fir,Abies alba,24.5,51.6,5.5,0.42,1,P2
531,Beech,Fagus sylvatica,31.1,40.8,5.9,0.67,1,P2
532,Larch,Larix decidua,26.6,40.4,6.5,0.59,1,P2
533,Larch,Larix decidua,36.4,63.1,8.6,0.59,1,P2
534,Willow,Salix alba,21.1,54.3,5.4,0.47,1,P2
535,Cherry,Prunus avium,41.7,64.6,12.8,0.72,1,P2
536,Beech,Fagus sylvatica,30.4,54.4,5.2,0.67,1,P2
537,Pine,Pinus sylvestris,30.7,49.6,11.3,0.45,1,P2
538,Walnut,Juglans regia,26.7,42.7,3.8,0.61,1,P2
539,Larch,Larix decidua,25.2,66.1,3.7,0.59,1,P2
540,Maple,Acer saccharum,22.2,46.0,3.2,0.71,1,P2
541,Ash,Fraxinus excelsior,22.4,43.6,4.6,0.67,1,P2
542,Cherry,Prunus avium,20.7,60.2,4.1,0.72,1,P2
543,Spruce,Picea abies,24.0,51.4,7.9,0.43,1,P2
544,Poplar,Populus tremula,34.7,53.9,8.6,0.42,1,P2
545,Larch,Larix decidua,27.2,51.3,8.5,0.59,1,P2
546,Poplar,Populus tremula,27.8,51.1,8.2,0.42,1,P2
547,Pine,Pinus sylvestris,29.4,66.6,8.2,0.45,1,P2
548,Yew,Taxus baccata,27.3,53.0,4.9,0.64,1,P2
549,Magnolia,Magnolia grandiflora,48.8,78.3,12.4,0.6,1,P2
550,Cedar,Cedrus libani,26.2,55.9,3.6,0.56,1,P2
551,Cherry,Prunus avium,34.2,40.1,7.4,0.72,1,P2
552,Birch,Betula pendula,22.8,61.3,7.2,0.67,1,P2
553,Poplar,Populus tremula,33.2,63.5,5.8,0.42,1,P2
554,Poplar,Populus tremula,23.4,42.4,5.3,0.42,1,P2
555,Pine,Pinus sylvestris,36.3,68.1,10.6,0.45,1,P2
556,Spruce,Picea abies,39.9,68.9,5.8,0.43,1,P2
557,Cedar,Cedrus libani,25.4,56.6,5.0,0.56,1,P2
558,Larch,Larix decidua,27.6,41.1,6.2,0.59,1,P2
559,Cedar,Cedrus libani,21.6,48.0,3.1,0.56,1,P2
560,Maple,Acer saccharum,21.8,45.2,9.5,0.71,1,P2
561,Spruce,Picea abies,31.0,73.1,5.4,0.43,1,P2
562,Fir,Abies alba,26.5,56.0,3.7,0.42,1,P2
563,Beech,Fagus sylvatica,37.4,55.8,5.2,0.67,1,P2
564,Larch,Larix decidua,42.1,71.9,4.3,0.59,1,P2
565,Poplar,Populus tremula,31.8,77.9,3.9,0.42,1,P2
566,Ash,Fraxinus excelsior,25.2,42.7,6.5,0.67,1,P2
567,Ash,Fraxinus excelsior,28.5,50.1,3.5,0.67,1,P2
568,Cypress,Cupressus sempervirens,29.6,44.4,5.1,0.47,1,P2
569,Redwood,Sequoia sempervirens,20.3,42.6,6.4,0.48,1,P2
570,Cherry,Prunus avium,23.8,51.6,6.8,0.72,1,P2
571,Magnolia,Magnolia grandiflora,28.4,66.6,5.4,0.6,1,P2
572,Cherry,Prunus avium,29.4,63.8,12.5,0.72,1,P2
573,Larch,Larix decidua,28.2,62.2,4.1,0.59,1,P2
574,Yew,Taxus baccata,23.2,48.7,7.0,0.64,1,P2
575,Cherry,Prunus avium,22.0,51.7,7.4,0.72,1,P2
576,Cedar,Cedrus libani,36.8,62.7,7.7,0.56,1,P2
577,Larch,Larix decidua,28.8,41.4,7.5,0.59,1,P2
578,Oak,Quercus robur,23.5,53.4,3.5,0.7,1,P2
579,Larch,Larix decidua,31.2,75.1,9.5,0.59,1,P2
580,Pine,Pinus sylvestris,20.2,48.2,4.6,0.45,1,P2
581,Fir,Abies alba,20.8,55.3,4.0,0.42,1,P2
582,Walnut,Juglans regia,25.5,58.3,3.3,0.61,1,P2
583,Poplar,Populus tremula,32.8,56.3,8.8,0.42,1,P2
584,Pine,Pinus sylvestris,26.4,43.7,5.7,0.45,1,P2
585,Larch,Larix decidua,25.3,46.4,13.1,0.59,1,P2
586,Walnut,Juglans regia,21.5,50.4,4.3,0.61,1,P2
587,Willow,Salix alba,23.8,44.3,5.3,0.47,1,P2
588,Poplar,Populus tremula,29.3,55.5,5.2,0.42,1,P2
589,Redwood,Sequoia sempervirens,27.6,41.0,7.5,0.48,1,P2
590,Yew,Taxus baccata,30.2,58.8,11.4,0.64,1,P2
591,Birch,Betula pendula,49.3,98.9,12.3,0.67,1,P2
592,Walnut,Juglans regia,20.8,61.2,4.6,0.61,1,P2
593,Ash,Fraxinus excelsior,29.8,66.0,3.2,0.67,1,P2
594,Redwood,Sequoia sempervirens,22.8,62.2,6.0,0.48,1,P2
595,Beech,Fagus sylvatica,22.3,45.4,7.5,0.67,1,P2
596,Oak,Quercus robur,30.9,66.9,6.8,0.7,1,P2
597,Larch,Larix decidua,22.1,50.6,3.2,0.59,1,P2
598,Larch,Larix decidua,37.4,74.5,12.4,0.59,1,P2
599,Larch,Larix decidua,30.5,54.3,10.5,0.59,1,P2
600,Willow,Salix alba,35.3,65.0,14.8,0.47,1,P2
601,Ash,Fraxinus excelsior,30.3,71.4,4.8,0.67,1,P2
602,Spruce,Picea abies,21.1,49.2,5.1,0.43,1,P2
603,Redwood,Sequoia sempervirens,20.2,44.9,4.6,0.48,1,P2
604,Cherry,Prunus avium,31.6,74.3,9.5,0.72,1,P2
605,Poplar,Populus tremula,30.9,68.9,4.8,0.42,1,P2
606,Locust,Robinia pseudoacacia,26.6,42.2,3.1,0.69,1,P2
607,Ash,Fraxinus excelsior,24.4,42.5,9.3,0.67,1,P2
608,Redwood,Sequoia sempervirens,34.6,61.6,9.7,0.48,1,P2
609,Larch,Larix decidua,20.8,44.9,8.0,0.59,1,P2
610,Oak,Quercus robur,35.1,57.1,3.3,0.7,1,P2
611,Walnut,Juglans regia,24.7,53.8,7.5,0.61,1,P2
612,Larch,Larix decidua,31.6,60.4,8.9,0.59,1,P2
613,Larch,Larix decidua,35.3,59.7,13.7,0.59,1,P2
614,Ash,Fraxinus excelsior,20.7,45.5,5.0,0.67,1,P2
615,Beech,Fagus sylvatica,27.2,74.5,5.6,0.67,1,P2
616,Ash,Fraxinus excelsior,44.5,82.4,16.0,0.67,1,P2
617,Hemlock,Tsuga canadensis,22.9,44.6,6.7,0.45,1,P2
618,Poplar,Populus tremula,27.5,53.8,5.1,0.42,1,P2
619,Cherry,Prunus avium,28.5,62.9,9.9,0.72,1,P2
620,Pine,Pinus sylvestris,33.1,80.6,7.7,0.45,1,P2
621,Birch,Betula pendula,31.5,66.2,10.3,0.67,1,P2
622,Fir,Abies alba,22.1,42.1,5.8,0.42,1,P2
623,Spruce,Picea abies,22.1,71.8,5.8,0.43,1,P2
624,Walnut,Juglans regia,22.7,45.6,5.5,0.61,1,P2
625,Larch,Larix decidua,27.9,61.7,5.7,0.59,1,P2
626,Magnolia,Magnolia grandiflora,31.3,42.9,9.5,0.6,1,P2
627,Fir,Abies alba,26.9,40.1,4.2,0.42,1,P2
628,Poplar,Populus tremula,29.9,62.7,7.0,0.42,1,P2
629,Oak,Quercus robur,29.1,62.6,12.0,0.7,1,P2
630,Oak,Quercus robur,39.8,79.7,11.9,0.7,1,P2
631,Poplar,Populus tremula,28.1,42.4,7.7,0.42,1,P2
632,Cedar,Cedrus libani,39.1,80.3,8.9,0.56,1,P2
633,Ash,Fraxinus excelsior,28.2,57.6,4.2,0.67,1,P2
634,Magnolia,Magnolia grandiflora,23.1,40.7,5.6,0.6,1,P2
635,Oak,Quercus robur,30.3,61.9,11.1,0.7,1,P2
636,Ash,Fraxinus excelsior,38.0,67.5,13.9,0.67,1,P2
637,Locust,Robinia pseudoacacia,24.2,50.2,6.1,0.69,1,P2
638,Yew,Taxus baccata,31.2,59.4,8.3,0.64,1,P2
639,Maple,Acer saccharum,23.0,52.1,7.3,0.71,1,P2
640,Fir,Abies alba,31.3,43.5,3.1,0.42,1,P2
641,Locust,Robinia pseudoacacia,30.8,57.1,4.8,0.69,1,P2
642,Hemlock,Tsuga canadensis,22.3,41.5,8.3,0.45,1,P2
643,Fir,Abies alba,22.4,46.5,4.9,0.42,1,P2
644,Cedar,Cedrus libani,23.6,44.4,8.8,0.56,1,P2
645,Locust,Robinia pseudoacacia,21.1,48.3,10.0,0.69,1,P2
646,Larch,Larix decidua,27.1,52.8,8.6,0.59,1,P2
647,Walnut,Juglans regia,29.4,56.7,5.5,0.61,1,P2
648,Oak,Quercus robur,26.8,43.6,3.2,0.7,1,P2
649,Larch,Larix decidua,26.5,52.9,6.7,0.59,1,P2
650,Fir,Abies alba,32.5,58.2,5.8,0.42,1,P2
651,Larch,Larix decidua,35.8,73.0,13.7,0.59,1,P2
652,Poplar,Populus tremula,23.5,49.1,5.0,0.42,1,P2
653,Willow,Salix alba,27.2,50.9,5.0,0.47,1,P2
654,Walnut,Juglans regia,37.6,71.4,6.3,0.61,1,P2
655,Birch,Betula pendula,25.4,50.8,4.2,0.67,1,P2
656,Oak,Quercus robur,29.8,45.1,8.2,0.7,1,P2
657,Fir,Abies alba,29.0,47.9,10.6,0.42,1,P2
658,Birch,Betula pendula,28.9,46.5,4.2,0.67,1,P2
659,Redwood,Sequoia sempervirens,27.5,44.2,8.8,0.48,1,P2
660,Locust,Robinia pseudoacacia,22.4,50.4,5.2,0.69,1,P2
661,Yew,Taxus baccata,29.7,51.3,7.2,0.64,1,P2
662,Fir,Abies alba,34.8,65.6,8.2,0.42,1,P2
663,Locust,Robinia pseudoacacia,35.1,64.2,16.6,0.69,1,P2
664,Hemlock,Tsuga canadensis,21.0,52.0,5.1,0.45,1,P2
665,Fir,Abies alba,38.5,88.0,12.8,0.42,1,P2
666,Oak,Quercus robur,22.9,47.8,3.0,0.7,1,P2
667,Locust,Robinia pseudoacacia,20.2,42.1,6.3,0.69,1,P2
668,Birch,Betula pendula,28.2,41.4,5.4,0.67,1,P2
669,Beech,Fagus sylvatica,26.3,60.6,3.5,0.67,1,P2
670,Cedar,Cedrus libani,29.1,49.6,10.0,0.56,1,P2
671,Locust,Robinia pseudoacacia,28.6,52.2,3.3,0.69,1,P2
672,Oak,Quercus robur,24.3,42.3,4.3,0.7,1,P2
673,Spruce,Picea abies,20.9,45.8,10.5,0.43,1,P2
674,Yew,Taxus baccata,22.3,60.4,4.4,0.64,1,P2
675,Cedar,Cedrus libani,21.6,48.3,3.1,0.56,1,P2
676,Oak,Quercus robur,36.8,84.6,10.5,0.7,1,P2
677,Cedar,Cedrus libani,31.4,62.6,7.1,0.56,1,P2
678,Larch,Larix decidua,31.1,64.2,9.7,0.59,1,P2
679,Poplar,Populus tremula,30.2,52.0,12.6,0.42,1,P2
680,Pine,Pinus sylvestris,23.6,52.3,7.7,0.45,1,P2
681,Ash,Fraxinus excelsior,23.3,47.0,4.9,0.67,1,P2
682,Hemlock,Tsuga canadensis,30.8,50.6,8.5,0.45,1,P2
683,Beech,Fagus sylvatica,25.3,57.5,6.0,0.67,1,P2
684,Magnolia,Magnolia grandiflora,27.0,62.4,7.7,0.6,1,P2
685,Larch,Larix decidua,29.6,70.8,4.8,0.59,1,P2
686,Pine,Pinus sylvestris,22.5,48.6,5.3,0.45,1,P2
687,Cedar,Cedrus libani,24.1,45.7,5.7,0.56,1,P2
688,Maple,Acer saccharum,22.6,60.1,6.1,0.71,1,P2
689,Oak,Quercus robur,20.0,47.6,5.6,0.7,1,P2
690,Pine,Pinus sylvestris,39.4,73.5,13.6,0.45,1,P2
691,Poplar,Populus tremula,23.5,55.6,6.3,0.42,1,P2
692,Spruce,Picea abies,28.2,60.0,10.3,0.43,1,P2
693,Birch,Betula pendula,31.1,55.7,10.0,0.67,1,P2
694,Ash,Fraxinus excelsior,33.6,42.2,6.4,0.67,1,P2
695,Willow,Salix alba,30.5,75.8,10.3,0.47,1,P2
696,Cherry,Prunus avium,42.5,87.8,13.7,0.72,1,P2
697,Fir,Abies alba,21.3,40.9,4.4,0.42,1,P2
698,Pine,Pinus sylvestris,20.5,47.9,3.4,0.45,1,P2
699,Hemlock,Tsuga canadensis,21.5,50.0,7.1,0.45,1,P2
700,Walnut,Juglans regia,29.9,70.3,12.8,0.61,1,P2
701,Walnut,Juglans regia,21.2,53.4,9.2,0.61,1,P2
702,Beech,Fagus sylvatica,39.7,66.7,7.6,0.67,1,P2
703,Redwood,Sequoia sempervirens,30.7,40.5,7.0,0.48,1,P2
704,Fir,Abies alba,22.1,46.6,4.1,0.42,1,P2
705,Walnut,Juglans regia,30.5,77.9,7.1,0.61,1,P2
706,Fir,Abies alba,23.1,58.5,8.2,0.42,1,P2
707,Spruce,Picea abies,31.1,40.0,4.7,0.43,1,P2
708,Fir,Abies alba,31.7,44.0,8.6,0.42,1,P2
709,Hemlock,Tsuga canadensis,21.3,40.6,5.6,0.45,1,P2
710,Spruce,Picea abies,26.9,58.0,5.4,0.43,1,P2
711,Maple,Acer saccharum,28.7,59.8,8.3,0.71,1,P2
712,Maple,Acer saccharum,24.1,50.9,4.9,0.71,1,P2
713,Pine,Pinus sylvestris,20.7,40.2,3.9,0.45,1,P2
714,Beech,Fagus sylvatica,23.8,54.4,3.4,0.67,1,P2
715,Spruce,Picea abies,38.0,70.4,6.2,0.43,1,P2
716,Birch,Betula pendula,26.2,78.7,5.8,0.67,1,P2
717,Ash,Fraxinus excelsior,26.3,54.3,7.8,0.67,1,P2
718,Oak,Quercus robur,23.0,60.4,3.5,0.7,1,P2
719,Maple,Acer saccharum,28.6,45.5,3.7,0.71,1,P2
720,Willow,Salix alba,20.5,52.8,5.2,0.47,1,P2
721,Walnut,Juglans regia,23.7,72.4,7.5,0.61,1,P2
722,Walnut,Juglans regia,39.5,64.4,10.9,0.61,1,P2
723,Pine,Pinus sylvestris,24.0,62.5,4.3,0.45,1,P2
724,Oak,Quercus robur,33.8,62.0,11.7,0.7,1,P2
725,Beech,Fagus sylvatica,20.6,42.0,3.2,0.67,1,P2
726,Pine,Pinus sylvestris,23.8,62.9,3.3,0.45,1,P2
727,Redwood,Sequoia sempervirens,21.3,48.2,8.2,0.48,1,P2
728,Poplar,Populus tremula,24.5,43.8,4.3,0.42,1,P2
729,Walnut,Juglans regia,35.2,51.1,3.5,0.61,1,P2
730,Fir,Abies alba,30.8,44.4,10.1,0.42,1,P2
731,Pine,Pinus sylvestris,31.8,68.7,14.0,0.45,1,P2
732,Beech,Fagus sylvatica,27.8,45.3,9.9,0.67,1,P2
733,Poplar,Populus tremula,38.5,72.4,12.5,0.42,1,P2
734,Redwood,Sequoia sempervirens,37.3,52.1,10.5,0.48,1,P2
735,Pine,Pinus sylvestris,22.1,51.1,5.5,0.45,1,P2
736,Oak,Quercus robur,23.2,46.6,7.0,0.7,1,P2
737,Hemlock,Tsuga canadensis,28.6,44.4,8.3,0.45,1,P2
738,Spruce,Picea abies,22.2,56.3,6.9,0.43,1,P2
739,Willow,Salix alba,20.9,45.3,3.2,0.47,1,P2
740,Locust,Robinia pseudoacacia,33.0,49.0,8.2,0.69,1,P2
741,Beech,Fagus sylvatica,24.3,63.8,4.8,0.67,1,P2
742,Cypress,Cupressus sempervirens,31.8,67.3,3.9,0.47,1,P2
743,Redwood,Sequoia sempervirens,41.3,84.5,14.1,0.48,1,P2
744,Cedar,Cedrus libani,27.8,48.1,6.2,0.56,1,P2
745,Fir,Abies alba,20.6,46.2,4.0,0.42,1,P2
746,Beech,Fagus sylvatica,35.5,79.4,16.0,0.67,1,P2
747,Hemlock,Tsuga canadensis,48.7,94.8,12.0,0.45,1,P2
748,Cherry,Prunus avium,25.2,55.4,3.2,0.72,1,P2
749,Walnut,Juglans regia,33.8,84.2,18.0,0.61,1,P2
750,Cedar,Cedrus libani,27.8,43.6,3.3,0.56,1,P2
751,Birch,Betula pendula,33.9,55.5,13.4,0.67,1,P2
752,Pine,Pinus sylvestris,25.4,42.5,3.7,0.45,1,P2
753,Poplar,Populus tremula,25.2,41.3,7.1,0.42,1,P2
754,Hemlock,Tsuga canadensis,22.1,49.0,3.3,0.45,1,P2
755,Hemlock,Tsuga canadensis,23.3,46.5,3.7,0.45,1,P2
756,Willow,Salix alba,22.2,50.8,3.1,0.47,1,P2
757,Pine,Pinus sylvestris,26.8,59.0,8.9,0.45,1,P2
758,Yew,Taxus baccata,21.3,52.7,4.0,0.64,1,P2
759,Magnolia,Magnolia grandiflora,43.4,71.6,11.4,0.6,1,P2
760,Hemlock,Tsuga canadensis,20.6,50.7,8.1,0.45,1,P2
761,Cypress,Cupressus sempervirens,26.1,51.3,4.5,0.47,1,P2
762,Hemlock,Tsuga canadensis,21.0,50.3,8.5,0.45,1,P2
763,Yew,Taxus baccata,24.6,66.9,3.5,0.64,1,P2
764,Redwood,Sequoia sempervirens,33.7,59.7,14.6,0.48,1,P2
765,Larch,Larix decidua,27.4,42.4,3.7,0.59,1,P2
766,Hemlock,Tsuga canadensis,30.9,54.7,7.2,0.45,1,P2
767,Fir,Abies alba,30.9,54.9,11.4,0.42,1,P2
768,Cedar,Cedrus libani,25.1,51.1,6.0,0.56,1,P2
769,Hemlock,Tsuga canadensis,24.6,48.2,3.1,0.45,1,P2
770,Cherry,Prunus avium,30.3,68.8,11.3,0.72,1,P2
771,Willow,Salix alba,37.9,73.7,8.5,0.47,1,P2
772,Yew,Taxus baccata,20.3,59.6,4.4,0.64,1,P2
773,Birch,Betula pendula,23.0,60.0,3.2,0.67,1,P2
